"","chr","start","end","meth.diff","strand","pvalue","qvalue","exon-start","exon-end","gene-start","gene-end","geneID","mRNA-start","mRNA-end","Genbank","Uniprot-ID","Uniprot-Accession","evalue","Product","GO-ID","GO-BP","GO-CC","GO-MF"
"13000","NC_035787.1",59176226,59176226,-61.244616709733,"+",1.61269670493539e-40,1.18688009589663e-37,59176161,59176385,59151427,59195113,"111107620",59151428,59195113,"XM_022442897.1","Q96N23","CFA54_HUMAN",3e-43,"cilia- and flagella-associated protein 54-like","GO:0005930; GO:0007283; GO:0030154; GO:0060271; GO:0060294","cell differentiation [GO:0030154]; cilium assembly [GO:0060271]; cilium movement involved in cell motility [GO:0060294]; spermatogenesis [GO:0007283]","axoneme [GO:0005930]",""
"13001","NC_035787.1",59176226,59176226,-61.244616709733,"+",1.61269670493539e-40,1.18688009589663e-37,59176161,59176385,59151427,59195113,"111107620",59151428,59195113,"XM_022442898.1","Q96N23","CFA54_HUMAN",6e-155,"cilia- and flagella-associated protein 54-like","GO:0005930; GO:0007283; GO:0030154; GO:0060271; GO:0060294","cell differentiation [GO:0030154]; cilium assembly [GO:0060271]; cilium movement involved in cell motility [GO:0060294]; spermatogenesis [GO:0007283]","axoneme [GO:0005930]",""
"13002","NC_035787.1",59176226,59176226,-61.244616709733,"+",1.61269670493539e-40,1.18688009589663e-37,59176161,59176385,59151427,59195113,"111107620",59151428,59195113,"XM_022442897.1","Q96N23","CFA54_HUMAN",7e-51,"cilia- and flagella-associated protein 54-like","GO:0005930; GO:0007283; GO:0030154; GO:0060271; GO:0060294","cell differentiation [GO:0030154]; cilium assembly [GO:0060271]; cilium movement involved in cell motility [GO:0060294]; spermatogenesis [GO:0007283]","axoneme [GO:0005930]",""
"13003","NC_035787.1",59176226,59176226,-61.244616709733,"+",1.61269670493539e-40,1.18688009589663e-37,59176161,59176385,59151427,59195113,"111107620",59151428,59195113,"XM_022442896.1","Q96N23","CFA54_HUMAN",1e-57,"cilia- and flagella-associated protein 54-like","GO:0005930; GO:0007283; GO:0030154; GO:0060271; GO:0060294","cell differentiation [GO:0030154]; cilium assembly [GO:0060271]; cilium movement involved in cell motility [GO:0060294]; spermatogenesis [GO:0007283]","axoneme [GO:0005930]",""
"13004","NC_035787.1",59176226,59176226,-61.244616709733,"+",1.61269670493539e-40,1.18688009589663e-37,59176161,59176385,59151427,59195113,"111107620",59151427,59195113,"XM_022442894.1","Q96N23","CFA54_HUMAN",6e-51,"cilia- and flagella-associated protein 54-like","GO:0005930; GO:0007283; GO:0030154; GO:0060271; GO:0060294","cell differentiation [GO:0030154]; cilium assembly [GO:0060271]; cilium movement involved in cell motility [GO:0060294]; spermatogenesis [GO:0007283]","axoneme [GO:0005930]",""
"13005","NC_035787.1",59176226,59176226,-61.244616709733,"+",1.61269670493539e-40,1.18688009589663e-37,59176161,59176385,59151427,59195113,"111107620",59151428,59195113,"XM_022442895.1","Q96N23","CFA54_HUMAN",6e-51,"cilia- and flagella-associated protein 54-like","GO:0005930; GO:0007283; GO:0030154; GO:0060271; GO:0060294","cell differentiation [GO:0030154]; cilium assembly [GO:0060271]; cilium movement involved in cell motility [GO:0060294]; spermatogenesis [GO:0007283]","axoneme [GO:0005930]",""
"13006","NC_035787.1",59176226,59176226,-61.244616709733,"+",1.61269670493539e-40,1.18688009589663e-37,59176161,59176385,59151427,59195113,"111107620",59151428,59195113,"XM_022442898.1","Q96N23","CFA54_HUMAN",7e-144,"cilia- and flagella-associated protein 54-like","GO:0005930; GO:0007283; GO:0030154; GO:0060271; GO:0060294","cell differentiation [GO:0030154]; cilium assembly [GO:0060271]; cilium movement involved in cell motility [GO:0060294]; spermatogenesis [GO:0007283]","axoneme [GO:0005930]",""
"13007","NC_035787.1",59176226,59176226,-61.244616709733,"+",1.61269670493539e-40,1.18688009589663e-37,59176161,59176385,59151427,59195113,"111107620",59151428,59195113,"XM_022442896.1","Q96N23","CFA54_HUMAN",8e-144,"cilia- and flagella-associated protein 54-like","GO:0005930; GO:0007283; GO:0030154; GO:0060271; GO:0060294","cell differentiation [GO:0030154]; cilium assembly [GO:0060271]; cilium movement involved in cell motility [GO:0060294]; spermatogenesis [GO:0007283]","axoneme [GO:0005930]",""
"13008","NC_035787.1",59176226,59176226,-61.244616709733,"+",1.61269670493539e-40,1.18688009589663e-37,59176161,59176385,59151427,59195113,"111107620",59151428,59195113,"XM_022442898.1","Q96N23","CFA54_HUMAN",2e-57,"cilia- and flagella-associated protein 54-like","GO:0005930; GO:0007283; GO:0030154; GO:0060271; GO:0060294","cell differentiation [GO:0030154]; cilium assembly [GO:0060271]; cilium movement involved in cell motility [GO:0060294]; spermatogenesis [GO:0007283]","axoneme [GO:0005930]",""
"13009","NC_035787.1",59437353,59437353,-58.3245345929425,"+",3.10762563279296e-44,3.19062870260012e-41,59437254,59438191,59430439,59438191,"111110682",59430439,59438191,"XM_022447286.1","Q5U374","KLH12_DANRE",0,"kelch-like protein 12",NA,NA,NA,NA
"13010","NC_035787.1",59437353,59437353,-58.3245345929425,"+",3.10762563279296e-44,3.19062870260012e-41,59437254,59438191,59430439,59438191,"111110682",59430439,59438191,"XM_022447286.1","Q5U374","KLH12_DANRE",2e-18,"kelch-like protein 12",NA,NA,NA,NA
"13043","NC_035787.1",61910997,61910997,-59.9215466517232,"+",3.96959119225351e-42,3.40335020766514e-39,61910840,61911049,61909899,61923688,"111106770",61909899,61923439,"XM_022441580.1","E7F6F9","KLHL3_DANRE",7e-31,"kelch-like protein 3",NA,NA,NA,NA
"13045","NC_035787.1",61910997,61910997,-59.9215466517232,"+",3.96959119225351e-42,3.40335020766514e-39,61910840,61911049,61909899,61923688,"111106770",61910034,61923688,"XM_022441581.1","E7F6F9","KLHL3_DANRE",5e-31,"kelch-like protein 3",NA,NA,NA,NA
"13056","NC_035787.1",69874030,69874030,-59.149959903769,"+",1.76953672845303e-24,2.64519133221139e-22,69873869,69874038,69868997,69893822,"111107135",69868997,69893822,"XM_022442132.1","Q07DZ5","CTTB2_ORNAN",3e-113,"cortactin-binding protein 2-like","GO:0005938; GO:0043197","","cell cortex [GO:0005938]; dendritic spine [GO:0043197]",""
"13057","NC_035787.1",69874030,69874030,-59.149959903769,"+",1.76953672845303e-24,2.64519133221139e-22,69873869,69874038,69868997,69893822,"111107135",69868997,69893822,"XM_022442132.1","Q07DZ5","CTTB2_ORNAN",4e-25,"cortactin-binding protein 2-like","GO:0005938; GO:0043197","","cell cortex [GO:0005938]; dendritic spine [GO:0043197]",""
"13058","NC_035787.1",69874030,69874030,-59.149959903769,"+",1.76953672845303e-24,2.64519133221139e-22,69873869,69874038,69868997,69893822,"111107135",69868997,69893822,"XM_022442131.1","Q07DZ5","CTTB2_ORNAN",4e-25,"cortactin-binding protein 2-like","GO:0005938; GO:0043197","","cell cortex [GO:0005938]; dendritic spine [GO:0043197]",""
"13059","NC_035787.1",69874030,69874030,-59.149959903769,"+",1.76953672845303e-24,2.64519133221139e-22,69873869,69874038,69868997,69893822,"111107135",69868997,69893822,"XM_022442131.1","Q07DZ5","CTTB2_ORNAN",3e-113,"cortactin-binding protein 2-like","GO:0005938; GO:0043197","","cell cortex [GO:0005938]; dendritic spine [GO:0043197]",""
"13060","NC_035787.1",70578759,70578759,-54.8344947735192,"+",1.86587000427807e-31,6.08518511443404e-29,70578635,70578922,70567328,70585564,"111107757",70567329,70585558,"XM_022443099.1","P20241","NRG_DROME",1e-177,"neuroglian-like",NA,NA,NA,NA
"13061","NC_035787.1",70578759,70578759,-54.8344947735192,"+",1.86587000427807e-31,6.08518511443404e-29,70578635,70578922,70567328,70585564,"111107757",70567328,70585558,"XM_022443101.1","P20241","NRG_DROME",1e-177,"neuroglian-like",NA,NA,NA,NA
"13062","NC_035787.1",70578759,70578759,-54.8344947735192,"+",1.86587000427807e-31,6.08518511443404e-29,70578635,70578922,70567328,70585564,"111107757",70567329,70585564,"XM_022443100.1","P20241","NRG_DROME",2e-177,"neuroglian-like",NA,NA,NA,NA
"13066","NC_035787.1",73806757,73806757,-50.9516256938937,"+",1.38769299867035e-12,4.46961124351027e-11,73806678,73807010,73798650,73819605,"111108063",73798650,73819605,"XM_022443579.1","Q460N5","PAR14_HUMAN",9e-31,"poly [ADP-ribose] polymerase 14-like",NA,NA,NA,NA
"13071","NC_035787.1",73806757,73806757,-50.9516256938937,"+",1.38769299867035e-12,4.46961124351027e-11,73806678,73807010,73798650,73819605,"111108063",73798650,73819605,"XM_022443582.1","Q460N5","PAR14_HUMAN",9e-31,"poly [ADP-ribose] polymerase 14-like",NA,NA,NA,NA
"13072","NC_035787.1",73806757,73806757,-50.9516256938937,"+",1.38769299867035e-12,4.46961124351027e-11,73806678,73807010,73798650,73819605,"111108063",73798650,73819605,"XM_022443580.1","Q460N5","PAR14_HUMAN",1e-30,"poly [ADP-ribose] polymerase 14-like",NA,NA,NA,NA
"13076","NC_035787.1",73806757,73806757,-50.9516256938937,"+",1.38769299867035e-12,4.46961124351027e-11,73806678,73807010,73798650,73819605,"111108063",73798650,73817210,"XM_022443583.1","Q2EMV9","PAR14_MOUSE",8e-36,"poly [ADP-ribose] polymerase 14-like",NA,NA,NA,NA
"13078","NC_035787.1",73806757,73806757,-50.9516256938937,"+",1.38769299867035e-12,4.46961124351027e-11,73806678,73807010,73798650,73819605,"111108063",73798650,73817210,"XM_022443583.1","Q2EMV9","PAR14_MOUSE",2e-23,"poly [ADP-ribose] polymerase 14-like",NA,NA,NA,NA
"13079","NC_035787.1",73806757,73806757,-50.9516256938937,"+",1.38769299867035e-12,4.46961124351027e-11,73806678,73807010,73798650,73819605,"111108063",73798650,73819605,"XM_022443582.1","Q460N5","PAR14_HUMAN",6e-50,"poly [ADP-ribose] polymerase 14-like",NA,NA,NA,NA
"13080","NC_035787.1",73806757,73806757,-50.9516256938937,"+",1.38769299867035e-12,4.46961124351027e-11,73806678,73807010,73798650,73819605,"111108063",73798650,73819605,"XM_022443579.1","Q460N5","PAR14_HUMAN",5e-50,"poly [ADP-ribose] polymerase 14-like",NA,NA,NA,NA
"13081","NC_035787.1",73806757,73806757,-50.9516256938937,"+",1.38769299867035e-12,4.46961124351027e-11,73806678,73807010,73798650,73819605,"111108063",73798650,73819605,"XM_022443580.1","Q460N5","PAR14_HUMAN",1e-49,"poly [ADP-ribose] polymerase 14-like",NA,NA,NA,NA
"13082","NC_035787.1",74014235,74014235,-59.072375127421,"+",2.73371100140983e-34,1.16987077576575e-31,74013792,74014368,73997590,74015655,"111110539",73997590,74015655,"XM_022447077.1","Q9VBP3","TNKS_DROME",2e-12,"uncharacterized LOC111110539","GO:0003950; GO:0006471; GO:0046872; GO:0070212; GO:0090263; GO:0090364; GO:0097110; GO:2000060","positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of ubiquitin-dependent protein catabolic process [GO:2000060]; protein ADP-ribosylation [GO:0006471]; protein poly-ADP-ribosylation [GO:0070212]; regulation of proteasome assembly [GO:0090364]","","metal ion binding [GO:0046872]; NAD+ ADP-ribosyltransferase activity [GO:0003950]; scaffold protein binding [GO:0097110]"
"13089","NC_035788.1",11942447,11942447,-66.4072245322245,"+",8.69782955580021e-63,4.61707448968331e-59,11942367,11942568,11938503,11987101,"111113273",11938503,11987101,"XM_022451391.1","Q5JTW2","CEP78_HUMAN",8e-137,"centrosomal protein of 78 kDa-like",NA,NA,NA,NA
"13090","NC_035788.1",20566859,20566859,-62.6666666666667,"+",2.43296926799169e-16,1.3224455025907e-14,20565994,20567969,20563189,20570725,"111115343",20563189,20570725,"XM_022454040.1","Q9Y6Q3","ZFP37_HUMAN",2e-41,"zinc finger protein 845-like",NA,NA,NA,NA
"13092","NC_035788.1",20566859,20566859,-62.6666666666667,"+",2.43296926799169e-16,1.3224455025907e-14,20565994,20567969,20563189,20570725,"111115343",20563189,20570725,"XM_022454040.1","Q9Y6Q3","ZFP37_HUMAN",3e-17,"zinc finger protein 845-like",NA,NA,NA,NA
"13094","NC_035788.1",20566859,20566859,-62.6666666666667,"+",2.43296926799169e-16,1.3224455025907e-14,20565994,20567969,20563189,20570725,"111115343",20563189,20570725,"XM_022454040.1","Q9Y6Q3","ZFP37_HUMAN",4e-22,"zinc finger protein 845-like",NA,NA,NA,NA
"13095","NC_035788.1",20566859,20566859,-62.6666666666667,"+",2.43296926799169e-16,1.3224455025907e-14,20565994,20567969,20563189,20570725,"111115343",20563189,20570725,"XM_022454040.1","Q9Y6Q3","ZFP37_HUMAN",1e-28,"zinc finger protein 845-like",NA,NA,NA,NA
"13099","NC_035788.1",46203997,46203997,-59.3561841699531,"+",1.84574469496837e-72,2.09316177137768e-68,46203944,46204089,46167547,46238245,"111113163",46167547,46238245,"XM_022451194.1","O97758","ZO1_CANLF",2e-27,"tight junction protein ZO-1-like",NA,NA,NA,NA
"13100","NC_035788.1",46203997,46203997,-59.3561841699531,"+",1.84574469496837e-72,2.09316177137768e-68,46203944,46204089,46167547,46238245,"111113163",46188352,46238245,"XM_022451193.1","Q07157","ZO1_HUMAN",2e-45,"tight junction protein ZO-1-like",NA,NA,NA,NA
"13101","NC_035788.1",46203997,46203997,-59.3561841699531,"+",1.84574469496837e-72,2.09316177137768e-68,46203944,46204089,46167547,46238245,"111113163",46171177,46238245,"XM_022451189.1","O97758","ZO1_CANLF",2e-58,"tight junction protein ZO-1-like",NA,NA,NA,NA
"13103","NC_035788.1",46203997,46203997,-59.3561841699531,"+",1.84574469496837e-72,2.09316177137768e-68,46203944,46204089,46167547,46238245,"111113163",46167547,46238245,"XM_022451186.1","O97758","ZO1_CANLF",4e-27,"tight junction protein ZO-1-like",NA,NA,NA,NA
"13104","NC_035788.1",46203997,46203997,-59.3561841699531,"+",1.84574469496837e-72,2.09316177137768e-68,46203944,46204089,46167547,46238245,"111113163",46167547,46238245,"XM_022451195.1","O97758","ZO1_CANLF",9e-59,"tight junction protein ZO-1-like",NA,NA,NA,NA
"13106","NC_035788.1",46203997,46203997,-59.3561841699531,"+",1.84574469496837e-72,2.09316177137768e-68,46203944,46204089,46167547,46238245,"111113163",46190377,46238245,"XM_022451192.1","Q07157","ZO1_HUMAN",6e-27,"tight junction protein ZO-1-like",NA,NA,NA,NA
"13107","NC_035788.1",46203997,46203997,-59.3561841699531,"+",1.84574469496837e-72,2.09316177137768e-68,46203944,46204089,46167547,46238245,"111113163",46190377,46238245,"XM_022451192.1","Q07157","ZO1_HUMAN",3e-45,"tight junction protein ZO-1-like",NA,NA,NA,NA
"13108","NC_035788.1",46203997,46203997,-59.3561841699531,"+",1.84574469496837e-72,2.09316177137768e-68,46203944,46204089,46167547,46238245,"111113163",46167547,46238245,"XM_022451195.1","O97758","ZO1_CANLF",7e-12,"tight junction protein ZO-1-like",NA,NA,NA,NA
"13111","NC_035788.1",46203997,46203997,-59.3561841699531,"+",1.84574469496837e-72,2.09316177137768e-68,46203944,46204089,46167547,46238245,"111113163",46176153,46238245,"XM_022451190.1","O97758","ZO1_CANLF",8e-12,"tight junction protein ZO-1-like",NA,NA,NA,NA
"13112","NC_035788.1",46203997,46203997,-59.3561841699531,"+",1.84574469496837e-72,2.09316177137768e-68,46203944,46204089,46167547,46238245,"111113163",46188352,46238245,"XM_022451193.1","Q07157","ZO1_HUMAN",5e-27,"tight junction protein ZO-1-like",NA,NA,NA,NA
"13113","NC_035788.1",46203997,46203997,-59.3561841699531,"+",1.84574469496837e-72,2.09316177137768e-68,46203944,46204089,46167547,46238245,"111113163",46188352,46238245,"XM_022451193.1","Q07157","ZO1_HUMAN",5e-91,"tight junction protein ZO-1-like",NA,NA,NA,NA
"13114","NC_035788.1",46203997,46203997,-59.3561841699531,"+",1.84574469496837e-72,2.09316177137768e-68,46203944,46204089,46167547,46238245,"111113163",46167547,46238245,"XM_022451188.1","O97758","ZO1_CANLF",3e-91,"tight junction protein ZO-1-like",NA,NA,NA,NA
"13115","NC_035788.1",46203997,46203997,-59.3561841699531,"+",1.84574469496837e-72,2.09316177137768e-68,46203944,46204089,46167547,46238245,"111113163",46167547,46238245,"XM_022451185.1","O97758","ZO1_CANLF",2e-92,"tight junction protein ZO-1-like",NA,NA,NA,NA
"13116","NC_035788.1",46203997,46203997,-59.3561841699531,"+",1.84574469496837e-72,2.09316177137768e-68,46203944,46204089,46167547,46238245,"111113163",46176153,46238245,"XM_022451190.1","O97758","ZO1_CANLF",2e-91,"tight junction protein ZO-1-like",NA,NA,NA,NA
"13117","NC_035788.1",46203997,46203997,-59.3561841699531,"+",1.84574469496837e-72,2.09316177137768e-68,46203944,46204089,46167547,46238245,"111113163",46167547,46238245,"XM_022451186.1","O97758","ZO1_CANLF",2e-58,"tight junction protein ZO-1-like",NA,NA,NA,NA
"13118","NC_035788.1",46203997,46203997,-59.3561841699531,"+",1.84574469496837e-72,2.09316177137768e-68,46203944,46204089,46167547,46238245,"111113163",46167547,46238245,"XM_022451188.1","O97758","ZO1_CANLF",9e-12,"tight junction protein ZO-1-like",NA,NA,NA,NA
"13120","NC_035788.1",46203997,46203997,-59.3561841699531,"+",1.84574469496837e-72,2.09316177137768e-68,46203944,46204089,46167547,46238245,"111113163",46167547,46238245,"XM_022451194.1","O97758","ZO1_CANLF",2e-59,"tight junction protein ZO-1-like",NA,NA,NA,NA
"13121","NC_035788.1",46203997,46203997,-59.3561841699531,"+",1.84574469496837e-72,2.09316177137768e-68,46203944,46204089,46167547,46238245,"111113163",46167547,46238245,"XM_022451194.1","O97758","ZO1_CANLF",7e-12,"tight junction protein ZO-1-like",NA,NA,NA,NA
"13122","NC_035788.1",46203997,46203997,-59.3561841699531,"+",1.84574469496837e-72,2.09316177137768e-68,46203944,46204089,46167547,46238245,"111113163",46167547,46238245,"XM_022451187.1","Q07157","ZO1_HUMAN",3e-27,"tight junction protein ZO-1-like",NA,NA,NA,NA
"13125","NC_035788.1",46203997,46203997,-59.3561841699531,"+",1.84574469496837e-72,2.09316177137768e-68,46203944,46204089,46167547,46238245,"111113163",46167547,46238245,"XM_022451187.1","Q07157","ZO1_HUMAN",3e-45,"tight junction protein ZO-1-like",NA,NA,NA,NA
"13126","NC_035788.1",46203997,46203997,-59.3561841699531,"+",1.84574469496837e-72,2.09316177137768e-68,46203944,46204089,46167547,46238245,"111113163",46167547,46238245,"XM_022451187.1","Q07157","ZO1_HUMAN",1e-11,"tight junction protein ZO-1-like",NA,NA,NA,NA
"13127","NC_035788.1",46203997,46203997,-59.3561841699531,"+",1.84574469496837e-72,2.09316177137768e-68,46203944,46204089,46167547,46238245,"111113163",46167547,46238245,"XM_022451185.1","O97758","ZO1_CANLF",3e-27,"tight junction protein ZO-1-like",NA,NA,NA,NA
"13128","NC_035788.1",46203997,46203997,-59.3561841699531,"+",1.84574469496837e-72,2.09316177137768e-68,46203944,46204089,46167547,46238245,"111113163",46171177,46238245,"XM_022451189.1","O97758","ZO1_CANLF",3e-91,"tight junction protein ZO-1-like",NA,NA,NA,NA
"13129","NC_035788.1",46203997,46203997,-59.3561841699531,"+",1.84574469496837e-72,2.09316177137768e-68,46203944,46204089,46167547,46238245,"111113163",46171177,46238245,"XM_022451189.1","O97758","ZO1_CANLF",8e-12,"tight junction protein ZO-1-like",NA,NA,NA,NA
"13130","NC_035788.1",46203997,46203997,-59.3561841699531,"+",1.84574469496837e-72,2.09316177137768e-68,46203944,46204089,46167547,46238245,"111113163",46182076,46238245,"XM_022451191.1","O97758","ZO1_CANLF",6e-27,"tight junction protein ZO-1-like",NA,NA,NA,NA
"13131","NC_035788.1",46203997,46203997,-59.3561841699531,"+",1.84574469496837e-72,2.09316177137768e-68,46203944,46204089,46167547,46238245,"111113163",46167547,46238245,"XM_022451188.1","O97758","ZO1_CANLF",3e-27,"tight junction protein ZO-1-like",NA,NA,NA,NA
"13133","NC_035788.1",46203997,46203997,-59.3561841699531,"+",1.84574469496837e-72,2.09316177137768e-68,46203944,46204089,46167547,46238245,"111113163",46167547,46238245,"XM_022451185.1","O97758","ZO1_CANLF",2e-58,"tight junction protein ZO-1-like",NA,NA,NA,NA
"13134","NC_035788.1",46203997,46203997,-59.3561841699531,"+",1.84574469496837e-72,2.09316177137768e-68,46203944,46204089,46167547,46238245,"111113163",46190377,46238245,"XM_022451192.1","Q07157","ZO1_HUMAN",9e-91,"tight junction protein ZO-1-like",NA,NA,NA,NA
"13135","NC_035788.1",46203997,46203997,-59.3561841699531,"+",1.84574469496837e-72,2.09316177137768e-68,46203944,46204089,46167547,46238245,"111113163",46167547,46238245,"XM_022451195.1","O97758","ZO1_CANLF",2e-91,"tight junction protein ZO-1-like",NA,NA,NA,NA
"13136","NC_035788.1",46203997,46203997,-59.3561841699531,"+",1.84574469496837e-72,2.09316177137768e-68,46203944,46204089,46167547,46238245,"111113163",46167547,46238245,"XM_022451185.1","O97758","ZO1_CANLF",9e-12,"tight junction protein ZO-1-like",NA,NA,NA,NA
"13137","NC_035788.1",46203997,46203997,-59.3561841699531,"+",1.84574469496837e-72,2.09316177137768e-68,46203944,46204089,46167547,46238245,"111113163",46190377,46238245,"XM_022451192.1","Q07157","ZO1_HUMAN",9e-12,"tight junction protein ZO-1-like",NA,NA,NA,NA
"13139","NC_035788.1",46203997,46203997,-59.3561841699531,"+",1.84574469496837e-72,2.09316177137768e-68,46203944,46204089,46167547,46238245,"111113163",46182076,46238245,"XM_022451191.1","O97758","ZO1_CANLF",6e-91,"tight junction protein ZO-1-like",NA,NA,NA,NA
"13141","NC_035788.1",46203997,46203997,-59.3561841699531,"+",1.84574469496837e-72,2.09316177137768e-68,46203944,46204089,46167547,46238245,"111113163",46182076,46238245,"XM_022451191.1","O97758","ZO1_CANLF",8e-12,"tight junction protein ZO-1-like",NA,NA,NA,NA
"13142","NC_035788.1",46203997,46203997,-59.3561841699531,"+",1.84574469496837e-72,2.09316177137768e-68,46203944,46204089,46167547,46238245,"111113163",46167547,46238245,"XM_022451183.1","O97758","ZO1_CANLF",3e-27,"tight junction protein ZO-1-like",NA,NA,NA,NA
"13143","NC_035788.1",46203997,46203997,-59.3561841699531,"+",1.84574469496837e-72,2.09316177137768e-68,46203944,46204089,46167547,46238245,"111113163",46176153,46238245,"XM_022451190.1","O97758","ZO1_CANLF",1e-58,"tight junction protein ZO-1-like",NA,NA,NA,NA
"13144","NC_035788.1",46203997,46203997,-59.3561841699531,"+",1.84574469496837e-72,2.09316177137768e-68,46203944,46204089,46167547,46238245,"111113163",46167547,46238245,"XM_022451186.1","O97758","ZO1_CANLF",3e-91,"tight junction protein ZO-1-like",NA,NA,NA,NA
"13145","NC_035788.1",46203997,46203997,-59.3561841699531,"+",1.84574469496837e-72,2.09316177137768e-68,46203944,46204089,46167547,46238245,"111113163",46188352,46238245,"XM_022451193.1","Q07157","ZO1_HUMAN",8e-12,"tight junction protein ZO-1-like",NA,NA,NA,NA
"13146","NC_035788.1",46203997,46203997,-59.3561841699531,"+",1.84574469496837e-72,2.09316177137768e-68,46203944,46204089,46167547,46238245,"111113163",46171177,46238245,"XM_022451189.1","O97758","ZO1_CANLF",4e-27,"tight junction protein ZO-1-like",NA,NA,NA,NA
"13147","NC_035788.1",46203997,46203997,-59.3561841699531,"+",1.84574469496837e-72,2.09316177137768e-68,46203944,46204089,46167547,46238245,"111113163",46167547,46238245,"XM_022451187.1","Q07157","ZO1_HUMAN",2e-91,"tight junction protein ZO-1-like",NA,NA,NA,NA
"13148","NC_035788.1",46203997,46203997,-59.3561841699531,"+",1.84574469496837e-72,2.09316177137768e-68,46203944,46204089,46167547,46238245,"111113163",46167547,46238245,"XM_022451195.1","O97758","ZO1_CANLF",2e-27,"tight junction protein ZO-1-like",NA,NA,NA,NA
"13149","NC_035788.1",46203997,46203997,-59.3561841699531,"+",1.84574469496837e-72,2.09316177137768e-68,46203944,46204089,46167547,46238245,"111113163",46167547,46238245,"XM_022451183.1","O97758","ZO1_CANLF",3e-91,"tight junction protein ZO-1-like",NA,NA,NA,NA
"13150","NC_035788.1",46203997,46203997,-59.3561841699531,"+",1.84574469496837e-72,2.09316177137768e-68,46203944,46204089,46167547,46238245,"111113163",46167547,46238245,"XM_022451183.1","O97758","ZO1_CANLF",2e-58,"tight junction protein ZO-1-like",NA,NA,NA,NA
"13151","NC_035788.1",46203997,46203997,-59.3561841699531,"+",1.84574469496837e-72,2.09316177137768e-68,46203944,46204089,46167547,46238245,"111113163",46182076,46238245,"XM_022451191.1","O97758","ZO1_CANLF",2e-58,"tight junction protein ZO-1-like",NA,NA,NA,NA
"13152","NC_035788.1",46203997,46203997,-59.3561841699531,"+",1.84574469496837e-72,2.09316177137768e-68,46203944,46204089,46167547,46238245,"111113163",46176153,46238245,"XM_022451190.1","O97758","ZO1_CANLF",3e-27,"tight junction protein ZO-1-like",NA,NA,NA,NA
"13153","NC_035788.1",46203997,46203997,-59.3561841699531,"+",1.84574469496837e-72,2.09316177137768e-68,46203944,46204089,46167547,46238245,"111113163",46167547,46238245,"XM_022451186.1","O97758","ZO1_CANLF",9e-12,"tight junction protein ZO-1-like",NA,NA,NA,NA
"13154","NC_035788.1",46203997,46203997,-59.3561841699531,"+",1.84574469496837e-72,2.09316177137768e-68,46203944,46204089,46167547,46238245,"111113163",46167547,46238245,"XM_022451188.1","O97758","ZO1_CANLF",1e-58,"tight junction protein ZO-1-like",NA,NA,NA,NA
"13155","NC_035788.1",46203997,46203997,-59.3561841699531,"+",1.84574469496837e-72,2.09316177137768e-68,46203944,46204089,46167547,46238245,"111113163",46167547,46238245,"XM_022451194.1","O97758","ZO1_CANLF",2e-91,"tight junction protein ZO-1-like",NA,NA,NA,NA
"13157","NC_035788.1",46203997,46203997,-59.3561841699531,"+",1.84574469496837e-72,2.09316177137768e-68,46203944,46204089,46167547,46238245,"111113163",46167547,46238245,"XM_022451183.1","O97758","ZO1_CANLF",9e-12,"tight junction protein ZO-1-like",NA,NA,NA,NA
"13185","NC_035788.1",56054093,56054093,-55.7312476441764,"+",4.09585574502887e-53,8.73398892921762e-50,56054007,56054156,56049263,56055305,"111112583",56049263,56055305,"XM_022450118.1","A2A559","PGAP3_MOUSE",3e-85,"post-GPI attachment to proteins factor 3-like",NA,NA,NA,NA
"13186","NC_035788.1",56054102,56054102,-56.3592589957067,"+",2.11815895840137e-47,2.81095922528382e-44,56054007,56054156,56049263,56055305,"111112583",56049263,56055305,"XM_022450118.1","A2A559","PGAP3_MOUSE",3e-85,"post-GPI attachment to proteins factor 3-like",NA,NA,NA,NA
"13187","NC_035788.1",56054536,56054536,-51.5209140445368,"+",8.50129998967409e-63,4.61085384628797e-59,56054456,56054844,56049263,56055305,"111112583",56049263,56055305,"XM_022450118.1","A2A559","PGAP3_MOUSE",3e-85,"post-GPI attachment to proteins factor 3-like",NA,NA,NA,NA
"13188","NC_035788.1",59007352,59007352,-53.9576802507837,"+",2.99570736863714e-46,3.6106291873821e-43,59007300,59007399,58986221,59021433,"111112987",58986221,59021433,"XM_022450890.1","Q5F485","DDX42_CHICK",0,"ATP-dependent RNA helicase DDX42-like","GO:0003723; GO:0004386; GO:0005524; GO:0005634; GO:0005737; GO:0008104; GO:0042981","protein localization [GO:0008104]; regulation of apoptotic process [GO:0042981]","cytoplasm [GO:0005737]; nucleus [GO:0005634]","ATP binding [GO:0005524]; helicase activity [GO:0004386]; RNA binding [GO:0003723]"
"13189","NC_035788.1",64582354,64582354,-68.1609288075466,"+",4.15773105354742e-44,4.21672357902796e-41,64582311,64582361,64568441,64651567,"111113136",64568441,64651567,"XM_022451144.1","Q92932","PTPR2_HUMAN",3e-168,"receptor-type tyrosine-protein phosphatase N2-like",NA,NA,NA,NA
