"","chr","start","end","meth.diff","strand","pvalue","qvalue","dist-to-closest-gene","gene-chr","gene-start","gene-end","geneID","mRNA-start","mRNA-end","Genbank","Uniprot-Accession","Uniprot-ID","evalue","Product","GO-ID","GO-BP","GO-CC","GO-MF"
"12445","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",1e-39,"titin-like",NA,NA,NA,NA
"12446","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",4,"titin-like",NA,NA,NA,NA
"12447","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",2e-05,"titin-like",NA,NA,NA,NA
"12448","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",4.7,"titin-like",NA,NA,NA,NA
"12449","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",7e-16,"titin-like",NA,NA,NA,NA
"12450","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",2e-12,"titin-like",NA,NA,NA,NA
"12451","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",0.003,"titin-like",NA,NA,NA,NA
"12452","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",3e-12,"titin-like",NA,NA,NA,NA
"12453","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",4e-11,"titin-like",NA,NA,NA,NA
"12454","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",4e-13,"titin-like",NA,NA,NA,NA
"12455","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",0.002,"titin-like",NA,NA,NA,NA
"12456","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",8e-14,"titin-like",NA,NA,NA,NA
"12457","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",3e-16,"titin-like",NA,NA,NA,NA
"12458","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",4.9,"titin-like",NA,NA,NA,NA
"12459","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",1e-05,"titin-like",NA,NA,NA,NA
"12460","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",8e-17,"titin-like",NA,NA,NA,NA
"12461","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",4e-12,"titin-like",NA,NA,NA,NA
"12462","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",2.9,"titin-like",NA,NA,NA,NA
"12463","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",6e-16,"titin-like",NA,NA,NA,NA
"12464","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",1e-10,"titin-like",NA,NA,NA,NA
"12465","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",2.6,"titin-like",NA,NA,NA,NA
"12466","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",5,"titin-like",NA,NA,NA,NA
"12467","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",4.1,"titin-like",NA,NA,NA,NA
"12468","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",3e-30,"titin-like",NA,NA,NA,NA
"12469","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",3.3,"titin-like",NA,NA,NA,NA
"12470","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",3.2,"titin-like",NA,NA,NA,NA
"12471","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",3e-15,"titin-like",NA,NA,NA,NA
"12472","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",2e-13,"titin-like",NA,NA,NA,NA
"12473","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",0.038,"titin-like",NA,NA,NA,NA
"12474","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",5e-13,"titin-like",NA,NA,NA,NA
"12475","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",3.6,"titin-like",NA,NA,NA,NA
"12476","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",3e-11,"titin-like",NA,NA,NA,NA
"12477","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",9e-04,"titin-like",NA,NA,NA,NA
"12478","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",0.28,"titin-like",NA,NA,NA,NA
"12479","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",6e-11,"titin-like",NA,NA,NA,NA
"12480","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",4.3,"titin-like",NA,NA,NA,NA
"12481","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",4e-36,"titin-like",NA,NA,NA,NA
"12482","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",0.004,"titin-like",NA,NA,NA,NA
"12483","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475019.1","Q8NF91","SYNE1_HUMAN",0.3,"nesprin-1-like",NA,NA,NA,NA
"12484","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475019.1","Q8NF91","SYNE1_HUMAN",0.36,"nesprin-1-like",NA,NA,NA,NA
"12485","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475019.1","Q8NF91","SYNE1_HUMAN",2e-153,"nesprin-1-like",NA,NA,NA,NA
"12486","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",3e-29,"titin-like",NA,NA,NA,NA
"12487","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475018.1","Q8NF91","SYNE1_HUMAN",0.002,"nesprin-1-like",NA,NA,NA,NA
"12488","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",0.31,"titin-like",NA,NA,NA,NA
"12489","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",1e-15,"titin-like",NA,NA,NA,NA
"12490","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",2.4,"titin-like",NA,NA,NA,NA
"12491","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",2e-15,"titin-like",NA,NA,NA,NA
"12492","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475018.1","Q8NF91","SYNE1_HUMAN",9e-05,"nesprin-1-like",NA,NA,NA,NA
"12493","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475018.1","Q8NF91","SYNE1_HUMAN",0.11,"nesprin-1-like",NA,NA,NA,NA
"12494","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475018.1","Q8NF91","SYNE1_HUMAN",4.4,"nesprin-1-like",NA,NA,NA,NA
"12495","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475018.1","Q8NF91","SYNE1_HUMAN",3e-04,"nesprin-1-like",NA,NA,NA,NA
"12496","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",6e-17,"titin-like",NA,NA,NA,NA
"12497","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",1e-42,"titin-like",NA,NA,NA,NA
"12498","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",3.9,"titin-like",NA,NA,NA,NA
"12499","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",3e-07,"titin-like",NA,NA,NA,NA
"12500","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",2e-07,"titin-like",NA,NA,NA,NA
"12501","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475018.1","Q8NF91","SYNE1_HUMAN",9e-08,"nesprin-1-like",NA,NA,NA,NA
"12502","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475018.1","Q8NF91","SYNE1_HUMAN",1e-149,"nesprin-1-like",NA,NA,NA,NA
"12503","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475018.1","Q8NF91","SYNE1_HUMAN",1.2,"nesprin-1-like",NA,NA,NA,NA
"12504","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475018.1","Q8NF91","SYNE1_HUMAN",0.082,"nesprin-1-like",NA,NA,NA,NA
"12505","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",3e-14,"titin-like",NA,NA,NA,NA
"12506","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",3e-08,"titin-like",NA,NA,NA,NA
"12507","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475018.1","Q8NF91","SYNE1_HUMAN",0.011,"nesprin-1-like",NA,NA,NA,NA
"12508","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475018.1","Q8NF91","SYNE1_HUMAN",1e-91,"nesprin-1-like",NA,NA,NA,NA
"12509","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475018.1","Q8NF91","SYNE1_HUMAN",0.044,"nesprin-1-like",NA,NA,NA,NA
"12510","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475018.1","Q8NF91","SYNE1_HUMAN",4.5,"nesprin-1-like",NA,NA,NA,NA
"12539","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",0.29,"titin-like",NA,NA,NA,NA
"12540","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",5e-25,"titin-like",NA,NA,NA,NA
"12541","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",2e-08,"titin-like",NA,NA,NA,NA
"12542","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",0.23,"titin-like",NA,NA,NA,NA
"12543","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",8e-44,"titin-like",NA,NA,NA,NA
"12544","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",8.6,"titin-like",NA,NA,NA,NA
"12546","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",3e-05,"titin-like",NA,NA,NA,NA
"12547","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",0.022,"titin-like",NA,NA,NA,NA
"12552","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316090,25379174,"XM_022469625.1","A2ASS6","TITIN_MOUSE",6e-09,"titin-like",NA,NA,NA,NA
"12553","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475017.1","Q8NF91","SYNE1_HUMAN",4.7,"nesprin-1-like",NA,NA,NA,NA
"12554","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",0.45,"titin-like",NA,NA,NA,NA
"12555","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475017.1","Q8NF91","SYNE1_HUMAN",0.011,"nesprin-1-like",NA,NA,NA,NA
"12556","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475017.1","Q8NF91","SYNE1_HUMAN",2e-18,"nesprin-1-like",NA,NA,NA,NA
"12557","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",2e-42,"titin-like",NA,NA,NA,NA
"12558","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",5e-40,"titin-like",NA,NA,NA,NA
"12559","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",0.001,"titin-like",NA,NA,NA,NA
"12560","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",0.38,"titin-like",NA,NA,NA,NA
"12561","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",0.22,"titin-like",NA,NA,NA,NA
"12562","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475017.1","Q8NF91","SYNE1_HUMAN",0.2,"nesprin-1-like",NA,NA,NA,NA
"12563","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22367508,22530642,"XM_022475017.1","Q8NF91","SYNE1_HUMAN",9e-11,"nesprin-1-like",NA,NA,NA,NA
"12564","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",7e-04,"titin-like",NA,NA,NA,NA
"12565","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22377293,22530642,"XM_022475020.1","Q8NF91","SYNE1_HUMAN",1.2,"nesprin-1-like",NA,NA,NA,NA
"12566","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22377293,22530642,"XM_022475020.1","Q8NF91","SYNE1_HUMAN",0.66,"nesprin-1-like",NA,NA,NA,NA
"12567","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22377293,22530642,"XM_022475020.1","Q8NF91","SYNE1_HUMAN",1e-152,"nesprin-1-like",NA,NA,NA,NA
"12568","NC_035783.1",22397442,22397442,50.8986415882968,"+",5.82318779711777e-20,5.05859845510467e-18,0,"NC_035783.1",22367508,22530703,"111128998",22377293,22530642,"XM_022475020.1","Q8NF91","SYNE1_HUMAN",0,"nesprin-1-like",NA,NA,NA,NA
"12569","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",4e-27,"titin-like",NA,NA,NA,NA
"12570","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",7e-29,"titin-like",NA,NA,NA,NA
"12571","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",0.43,"titin-like",NA,NA,NA,NA
"12572","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",0.006,"titin-like",NA,NA,NA,NA
"12573","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",7e-07,"titin-like",NA,NA,NA,NA
"12574","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",1.9,"titin-like",NA,NA,NA,NA
"12575","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",7.2,"titin-like",NA,NA,NA,NA
"12576","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",0.007,"titin-like",NA,NA,NA,NA
"12577","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",0.014,"titin-like",NA,NA,NA,NA
"12578","NC_035782.1",25351682,25351682,52.7054985278905,"+",2.4597664469958e-30,6.99758409014835e-28,0,"NC_035782.1",25316090,25379174,"111125634",25316092,25361583,"XM_022469627.1","A2ASS6","TITIN_MOUSE",0.062,"titin-like",NA,NA,NA,NA
